database;class;sequence id;length (aa);HCA score;% strong hydrophobic;sequence coverage by foldable segment;number of removed aa
DisProt;DisProt;DP02555r004;7;-10.00;0.00;0.00;0
DisProt;DisProt;DP02577r001;42;-4.45;0.19;0.55;0
DisProt;DisProt;DP02609r002;55;0.02;0.24;0.96;0
DisProt;DisProt;DP02637r003;10;-10.00;0.30;0.00;0
DisProt;DisProt;DP02696r001;24;0.58;0.38;0.58;0
DisProt;DisProt;DP02726r006;57;1.37;0.33;0.91;0
DisProt;DisProt;DP02756r001;60;-7.28;0.20;0.32;0
DisProt;DisProt;DP02772r033;72;1.50;0.35;0.90;0
DisProt;DisProt;DP02790r003;30;-3.37;0.23;0.97;0
DisProt;DisProt;DP02805r002;41;-5.15;0.24;0.34;0
DisProt;DisProt;DP02856r005;10;-10.00;0.00;0.00;0
DisProt;DisProt;DP02869r002;63;-10.00;0.10;0.00;0
DisProt;DisProt;DP02913r001;83;-4.13;0.22;0.64;0
DisProt;DisProt;DP02927r001;11;-10.00;0.09;0.00;0
DisProt;DisProt;DP02954r002;28;-7.36;0.18;0.14;0
DisProt;DisProt;DP03003r001;39;-3.00;0.36;0.38;0
DisProt;DisProt;DP03034r003;12;-10.00;0.00;0.00;0
DisProt;DisProt;DP03256r002;11;-5.00;0.18;0.27;0
DisProt;DisProt;DP03294r002;24;-6.21;0.21;0.21;0
DisProt;DisProt;DP03311r009;5;-10.00;0.40;0.00;0
DisProt;DisProt;DP03344r003;5;-10.00;0.00;0.00;0
DisProt;DisProt;DP02033r001;43;0.58;0.37;0.86;0
DisProt;DisProt;DP02073r001;20;-7.25;0.15;0.15;0
DisProt;DisProt;DP02170r003;32;-7.22;0.09;0.16;0
DisProt;DisProt;DP02209r002;18;1.06;0.33;0.61;0
DisProt;DisProt;DP02290r002;12;-2.25;0.33;0.42;0
DisProt;DisProt;DP00003r002;41;-1.63;0.27;0.46;0
DisProt;DisProt;DP00014r005;32;-3.78;0.22;0.34;0
DisProt;DisProt;DP00016r013;94;-1.94;0.29;0.65;0
DisProt;DisProt;DP00018r033;5;-10.00;0.00;0.00;0
DisProt;DisProt;DP00024r013;10;2.90;0.50;0.70;0
DisProt;DisProt;DP00028r009;20;0.05;0.35;0.55;0
DisProt;DisProt;DP00039r004;90;-10.00;0.04;0.00;0
DisProt;DisProt;DP00040r020;107;-10.00;0.07;0.00;0
DisProt;DisProt;DP00044r005;21;-3.95;0.24;0.33;0
DisProt;DisProt;DP00052r003;285;-0.29;0.34;0.92;0
DisProt;DisProt;DP00062r012;10;-10.00;0.30;0.00;0
DisProt;DisProt;DP00068r001;206;-1.37;0.28;0.67;0
DisProt;DisProt;DP00070r017;140;-3.92;0.25;0.53;0
DisProt;DisProt;DP00073r003;25;-10.00;0.16;0.00;0
DisProt;DisProt;DP00076r005;10;-10.00;0.10;0.00;0
DisProt;DisProt;DP00080r004;15;-10.00;0.13;0.00;0
DisProt;DisProt;DP00083r008;57;-0.04;0.23;0.56;0
DisProt;DisProt;DP00086r046;93;-6.27;0.24;0.39;0
DisProt;DisProt;DP00087r004;45;-5.62;0.22;0.24;0
DisProt;DisProt;DP00092r014;25;3.64;0.36;0.76;0
DisProt;DisProt;DP00094r013;71;-8.75;0.14;0.07;0
DisProt;DisProt;DP00097r020;30;-10.00;0.07;0.00;0
DisProt;DisProt;DP00111r005;21;0.29;0.38;1.00;0
DisProt;DisProt;DP00118r003;449;-4.43;0.19;0.53;0
DisProt;DisProt;DP00122r005;162;-5.43;0.22;0.44;0
DisProt;DisProt;DP00133r002;230;-3.87;0.22;0.60;0
DisProt;DisProt;DP00134r006;117;-8.14;0.12;0.10;0
DisProt;DisProt;DP00148r004;55;-5.00;0.24;0.38;0
DisProt;DisProt;DP00157r012;27;2.00;0.33;0.81;0
DisProt;DisProt;DP00159r030;149;-2.97;0.26;0.84;0
DisProt;DisProt;DP00173r007;116;-1.66;0.33;0.97;0
DisProt;DisProt;DP00175r025;130;-7.18;0.20;0.15;0
DisProt;DisProt;DP00179r018;17;-1.65;0.18;0.47;0
DisProt;DisProt;DP00186r006;143;-8.36;0.13;0.09;0
DisProt;DisProt;DP00201r008;25;-1.96;0.28;0.68;0
DisProt;DisProt;DP00214r011;314;-4.98;0.23;0.54;0
DisProt;DisProt;DP00222r001;720;-5.02;0.20;0.57;0
DisProt;DisProt;DP00228r007;37;-6.16;0.19;0.22;0
DisProt;DisProt;DP00238r013;280;-4.71;0.24;0.41;0
DisProt;DisProt;DP00257r010;37;-10.00;0.22;0.00;0
DisProt;DisProt;DP00278r012;16;-6.56;0.19;0.19;0
DisProt;DisProt;DP00287r013;51;-2.41;0.33;0.53;0
DisProt;DisProt;DP00288r042;73;-1.10;0.29;0.86;0
DisProt;DisProt;DP00301r012;17;-10.00;0.18;0.00;0
DisProt;DisProt;DP00311r001;13;-3.15;0.31;0.38;0
DisProt;DisProt;DP00325r002;166;-7.48;0.16;0.22;0
DisProt;DisProt;DP00332r006;5;-10.00;0.00;0.00;0
DisProt;DisProt;DP00347r001;87;-1.55;0.29;0.51;0
DisProt;DisProt;DP00356r006;12;-5.25;0.33;0.25;0
DisProt;DisProt;DP00382r007;24;0.75;0.42;1.00;0
DisProt;DisProt;DP00397r001;11;-1.73;0.27;0.45;0
DisProt;DisProt;DP00418r001;125;-5.95;0.18;0.38;0
DisProt;DisProt;DP00421r009;202;-5.98;0.16;0.41;0
DisProt;DisProt;DP00427r010;13;0.92;0.23;0.62;0
DisProt;DisProt;DP00436r001;45;-0.31;0.31;0.56;0
DisProt;DisProt;DP00447r018;241;-2.31;0.25;0.86;0
DisProt;DisProt;DP00448r005;61;-0.87;0.26;0.59;0
DisProt;DisProt;DP00461r026;90;-8.38;0.10;0.26;0
DisProt;DisProt;DP00472r002;324;-1.55;0.27;0.91;0
DisProt;DisProt;DP00482r001;29;-4.38;0.28;0.86;0
DisProt;DisProt;DP00492r002;344;-4.12;0.22;0.62;0
DisProt;DisProt;DP00512r006;16;-10.00;0.12;0.00;0
DisProt;DisProt;DP00520r001;217;-4.11;0.20;0.42;0
DisProt;DisProt;DP00531r001;115;-4.53;0.19;0.47;0
DisProt;DisProt;DP00534r006;131;-1.47;0.26;0.85;0
DisProt;DisProt;DP00541r015;257;-5.05;0.20;0.34;0
DisProt;DisProt;DP00546r008;129;-2.45;0.23;0.63;0
DisProt;DisProt;DP00553r010;118;-4.49;0.24;0.61;0
DisProt;DisProt;DP00563r008;204;-5.26;0.19;0.37;0
DisProt;DisProt;DP00578r001;22;-5.09;0.18;0.27;0
DisProt;DisProt;DP00591r003;701;-2.98;0.27;0.65;0
DisProt;DisProt;DP00605r002;27;-3.81;0.30;0.70;0
DisProt;DisProt;DP00608r011;71;-1.35;0.30;0.76;0
DisProt;DisProt;DP00613r002;378;-4.09;0.23;0.50;0
DisProt;DisProt;DP00619r001;11;-10.00;0.27;0.00;0
DisProt;DisProt;DP00624r003;53;-1.89;0.23;0.68;0
DisProt;DisProt;DP00636r002;71;-10.00;0.11;0.00;0
DisProt;DisProt;DP00655r002;25;-3.56;0.20;0.36;0
DisProt;DisProt;DP00662r001;124;-7.06;0.17;0.20;0
DisProt;DisProt;DP00667r008;185;-4.84;0.19;0.62;0
DisProt;DisProt;DP00673r009;26;0.27;0.23;0.58;0
DisProt;DisProt;DP00678r003;65;-1.66;0.28;0.82;0
DisProt;DisProt;DP00686r010;12;-10.00;0.33;0.00;0
DisProt;DisProt;DP00697r006;133;-4.74;0.19;0.38;0
DisProt;DisProt;DP00699r026;100;-2.27;0.25;0.92;0
DisProt;DisProt;DP00702r002;71;-7.70;0.17;0.13;0
DisProt;DisProt;DP00709r011;63;-2.54;0.27;0.83;0
DisProt;DisProt;DP00716r002;98;-3.54;0.22;0.59;0
DisProt;DisProt;DP00718r024;37;1.78;0.38;0.95;0
DisProt;DisProt;DP00719r004;61;-5.93;0.13;0.23;0
DisProt;DisProt;DP00750r002;59;-6.95;0.19;0.17;0
DisProt;DisProt;DP00768r004;86;-5.00;0.16;0.51;0
DisProt;DisProt;DP00794r002;139;-6.09;0.20;0.24;0
DisProt;DisProt;DP01524r002;20;-10.00;0.00;0.00;0
DisProt;DisProt;DP01580r002;18;-2.94;0.22;0.78;0
DisProt;DisProt;DP01624r001;35;-10.00;0.06;0.00;0
DisProt;DisProt;DP01647r004;19;-1.32;0.32;0.84;0
DisProt;DisProt;DP01667r002;65;-0.58;0.26;0.77;0
DisProt;DisProt;DP01733r001;11;-10.00;0.18;0.00;0
DisProt;DisProt;DP01855r022;149;-2.83;0.28;0.72;0
DisProt;DisProt;DP01858r002;169;-8.20;0.10;0.13;0
DisProt;DisProt;DP01920r001;77;1.83;0.31;0.99;0
DisProt;DisProt;DP01972r001;32;-6.62;0.16;0.19;0
DisProt;DisProt;DP01999r001;32;-4.25;0.25;0.72;0
DisProt;DisProt;DP02033r007;405;-0.65;0.30;0.70;0
DisProt;DisProt;DP02124r002;42;-8.69;0.07;0.07;0
DisProt;DisProt;DP02145r001;97;-4.41;0.32;0.34;0
DisProt;DisProt;DP02312r001;73;-4.55;0.23;0.45;0
DisProt;DisProt;DP02332r002;257;-7.91;0.09;0.12;0
DisProt;DisProt;DP02373r002;56;-6.75;0.21;0.18;0
DisProt;DisProt;DP02399r001;29;-7.52;0.10;0.14;0
DisProt;DisProt;DP02420r004;21;-10.00;0.10;0.00;0
DisProt;DisProt;DP02463r004;28;0.96;0.32;0.75;0
DisProt;DisProt;DP02479r005;22;-4.23;0.23;0.32;0
DisProt;DisProt;DP02496r001;220;-3.61;0.21;0.75;0
DisProt;DisProt;DP02518r002;224;-1.27;0.31;0.89;0
DisProt;DisProt;DP02525r001;224;-7.90;0.11;0.18;0
DisProt;DisProt;DP02540r001;35;2.71;0.31;0.71;0
DisProt;DisProt;DP02583r003;7;0.57;0.43;0.57;0
DisProt;DisProt;DP02626r004;23;-6.87;0.22;0.17;0
DisProt;DisProt;DP02676r001;15;0.73;0.40;0.60;0
DisProt;DisProt;DP02703r001;113;-0.48;0.27;0.88;0
DisProt;DisProt;DP02742r002;30;-8.17;0.20;0.10;0
DisProt;DisProt;DP02772r041;5;-10.00;0.40;0.00;0
DisProt;DisProt;DP02793r001;24;-10.00;0.21;0.00;0
DisProt;DisProt;DP02832r001;54;-8.98;0.19;0.06;0
DisProt;DisProt;DP02871r002;26;-0.31;0.31;0.54;0
DisProt;DisProt;DP02880r003;88;4.61;0.38;0.95;0
DisProt;DisProt;DP02901r002;45;-3.93;0.27;0.78;0
DisProt;DisProt;DP02922r001;25;-1.12;0.44;0.96;0
DisProt;DisProt;DP02960r001;63;-2.03;0.29;0.44;0
DisProt;DisProt;DP02966r002;19;-7.11;0.16;0.16;0
DisProt;DisProt;DP00101r001;14;-10.00;0.07;0.00;0
DisProt;DisProt;DP00154r002;23;-10.00;0.26;0.00;0
DisProt;DisProt;DP00190r002;173;-1.53;0.28;0.82;0
DisProt;DisProt;DP00249r001;59;-1.07;0.34;0.85;0
DisProt;DisProt;DP00260r004;167;-1.84;0.31;0.66;0
DisProt;DisProt;DP00279r001;15;-10.00;0.13;0.00;0
DisProt;DisProt;DP00288r004;22;-0.27;0.32;0.55;0
DisProt;DisProt;DP00333r008;400;-3.60;0.26;0.65;0
DisProt;DisProt;DP00342r015;12;-10.00;0.08;0.00;0
DisProt;DisProt;DP00349r012;23;2.52;0.35;0.87;0
DisProt;DisProt;DP00378r001;147;-4.82;0.22;0.54;0
DisProt;DisProt;DP00399r005;20;-1.00;0.30;0.50;0
DisProt;DisProt;DP00428r008;18;-10.00;0.22;0.00;0
DisProt;DisProt;DP00438r006;20;-7.25;0.25;0.15;0
DisProt;DisProt;DP00455r006;24;-6.29;0.12;0.21;0
DisProt;DisProt;DP00462r004;64;-5.17;0.25;0.42;0
DisProt;DisProt;DP00486r002;90;-7.74;0.16;0.12;0
DisProt;DisProt;DP00516r004;15;-10.00;0.07;0.00;0
DisProt;DisProt;DP00609r005;201;-2.88;0.25;0.76;0
DisProt;DisProt;DP00709r021;25;-2.12;0.24;0.44;0
DisProt;DisProt;DP00720r006;82;-6.28;0.11;0.34;0
DisProt;DisProt;DP00757r001;16;-10.00;0.12;0.00;0
DisProt;DisProt;DP00768r014;72;-8.00;0.17;0.11;0
DisProt;DisProt;DP00778r004;30;2.50;0.30;1.00;0
DisProt;DisProt;DP00833r013;46;1.20;0.24;0.72;0
DisProt;DisProt;DP00864r002;11;3.09;0.36;0.73;0
DisProt;DisProt;DP00885r006;19;-10.00;0.00;0.00;0
DisProt;DisProt;DP00018r045;14;-3.64;0.36;0.36;0
DisProt;DisProt;DP00048r006;20;-7.25;0.30;0.15;0
DisProt;DisProt;DP00080r016;11;3.09;0.36;0.73;0
DisProt;DisProt;DP00086r058;11;-4.82;0.27;0.27;0
DisProt;DisProt;DP00089r008;32;-4.91;0.16;0.66;0
DisProt;DisProt;DP00096r003;15;-4.07;0.20;0.33;0
DisProt;DisProt;DP00128r001;251;-1.37;0.24;0.90;0
DisProt;DisProt;DP00144r001;27;-5.85;0.22;0.37;0
DisProt;DisProt;DP00180r003;77;-3.87;0.23;0.74;0
DisProt;DisProt;DP00207r001;216;-7.32;0.16;0.25;0
DisProt;DisProt;DP00230r001;75;-3.23;0.25;0.88;0
DisProt;DisProt;DP00271r001;17;-4.53;0.24;0.29;0
DisProt;DisProt;DP00333r010;110;-5.21;0.19;0.38;0
DisProt;DisProt;DP00347r013;21;-7.38;0.29;0.14;0
DisProt;DisProt;DP00350r002;14;2.71;0.29;0.71;0
DisProt;DisProt;DP00390r001;28;-5.54;0.21;0.25;0
DisProt;DisProt;DP00428r010;12;-10.00;0.17;0.00;0
DisProt;DisProt;DP00473r001;104;-4.12;0.23;0.35;0
DisProt;DisProt;DP00487r001;41;-3.90;0.20;0.49;0
DisProt;DisProt;DP00551r001;77;-4.78;0.29;0.29;0
DisProt;DisProt;DP00618r001;14;-5.93;0.36;0.21;0
DisProt;DisProt;DP00622r004;19;5.26;0.47;0.84;0
DisProt;DisProt;DP00656r011;43;-8.33;0.05;0.09;0
DisProt;DisProt;DP00669r001;71;-4.90;0.27;0.38;0
DisProt;DisProt;DP00675r001;102;-3.92;0.24;0.49;0
DisProt;DisProt;DP00694r001;228;-5.49;0.17;0.35;0
DisProt;DisProt;DP00729r001;25;-5.60;0.20;0.24;0
DisProt;DisProt;DP00764r001;29;-0.59;0.31;1.00;0
DisProt;DisProt;DP00783r002;99;-10.00;0.13;0.00;0
DisProt;DisProt;DP00795r017;10;-10.00;0.10;0.00;0
DisProt;DisProt;DP00844r001;18;-4.83;0.33;0.28;0
DisProt;DisProt;DP00877r001;64;-5.73;0.19;0.33;0
DisProt;DisProt;DP00907r001;33;-2.48;0.27;0.42;0
DisProt;DisProt;DP00948r024;5;-10.00;0.00;0.00;0
DisProt;DisProt;DP02957r004;33;-8.33;0.15;0.09;0
DisProt;DisProt;DP03006r003;24;-5.50;0.17;0.25;0
DisProt;DisProt;DP03260r003;5;-10.00;0.20;0.00;0
DisProt;DisProt;DP03311r015;5;7.80;0.40;1.00;0
DisProt;DisProt;DP00005r001;107;-3.77;0.26;0.65;0
DisProt;DisProt;DP00015r001;76;-3.37;0.18;0.62;0
DisProt;DisProt;DP00016r018;164;-3.37;0.25;0.51;0
DisProt;DisProt;DP00214r019;32;-7.75;0.16;0.12;0
DisProt;DisProt;DP00223r001;78;-4.51;0.21;0.47;0
DisProt;DisProt;DP00238r021;307;-2.91;0.26;0.77;0
DisProt;DisProt;DP00297r001;23;-7.61;0.17;0.13;0
DisProt;DisProt;DP00342r013;13;-10.00;0.15;0.00;0
DisProt;DisProt;DP00349r010;12;4.83;0.33;0.83;0
DisProt;DisProt;DP00384r007;31;-10.00;0.00;0.00;0
DisProt;DisProt;DP00399r003;11;-4.82;0.27;0.27;0
DisProt;DisProt;DP00438r004;36;-6.00;0.14;0.22;0
DisProt;DisProt;DP00455r004;17;-10.00;0.00;0.00;0
DisProt;DisProt;DP00485r012;15;-3.80;0.33;0.33;0
DisProt;DisProt;DP00521r001;202;-2.80;0.29;0.77;0
DisProt;DisProt;DP00540r001;345;-2.24;0.29;0.57;0
DisProt;DisProt;DP00565r001;14;-4.71;0.36;0.29;0
DisProt;DisProt;DP00663r001;171;-5.87;0.18;0.44;0
DisProt;DisProt;DP00668r002;11;-5.00;0.36;0.27;0
DisProt;DisProt;DP00685r001;24;-2.42;0.29;0.62;0
DisProt;DisProt;DP00693r001;172;-4.18;0.33;0.42;0
DisProt;DisProt;DP00705r023;109;-6.39;0.17;0.27;0
DisProt;DisProt;DP00728r015;22;-2.50;0.36;0.59;0
DisProt;DisProt;DP00799r001;16;-0.88;0.44;0.50;0
DisProt;DisProt;DP00863r001;72;0.06;0.36;0.86;0
DisProt;DisProt;DP00875r008;36;-8.00;0.17;0.11;0
DisProt;DisProt;DP00885r004;17;-10.00;0.06;0.00;0
DisProt;DisProt;DP00902r001;101;2.53;0.39;0.98;0
DisProt;DisProt;DP00928r034;72;0.44;0.31;0.64;0
DisProt;DisProt;DP00994r008;27;-2.63;0.22;0.67;0
DisProt;DisProt;DP01005r002;33;-7.30;0.15;0.15;0
DisProt;DisProt;DP01023r001;20;-2.60;0.35;0.80;0
DisProt;DisProt;DP00443r013;29;-8.03;0.28;0.10;0
DisProt;DisProt;DP00457r002;25;6.60;0.48;0.92;0
DisProt;DisProt;DP00463r004;82;-0.48;0.33;0.85;0
DisProt;DisProt;DP00486r003;19;-10.00;0.05;0.00;0
DisProt;DisProt;DP00566r002;35;-5.23;0.29;0.26;0
DisProt;DisProt;DP00720r007;99;-10.00;0.03;0.00;0
DisProt;DisProt;DP00728r018;18;-10.00;0.22;0.00;0
DisProt;DisProt;DP00759r001;30;-5.27;0.13;0.27;0
DisProt;DisProt;DP00800r002;12;-5.42;0.25;0.25;0
DisProt;DisProt;DP00820r004;25;-10.00;0.12;0.00;0
DisProt;DisProt;DP00834r007;23;4.57;0.26;0.83;0
DisProt;DisProt;DP00864r004;102;-10.00;0.05;0.00;0
DisProt;DisProt;DP00886r001;18;-10.00;0.11;0.00;0
DisProt;DisProt;DP00897r001;16;-10.00;0.25;0.00;0
DisProt;DisProt;DP00903r002;21;-1.43;0.24;0.76;0
DisProt;DisProt;DP00926r002;45;-4.82;0.13;0.40;0
DisProt;DisProt;DP00928r038;32;-2.19;0.25;0.44;0
DisProt;DisProt;DP00948r021;13;-10.00;0.00;0.00;0
DisProt;DisProt;DP00953r002;99;-6.90;0.18;0.20;0
DisProt;DisProt;DP00959r001;206;-2.58;0.23;0.76;0
DisProt;DisProt;DP01087r001;101;-5.33;0.22;0.26;0
DisProt;DisProt;DP01137r002;94;-5.18;0.24;0.36;0
DisProt;DisProt;DP01168r001;22;-10.00;0.14;0.00;0
DisProt;DisProt;DP01186r001;31;-7.68;0.13;0.13;0
DisProt;DisProt;DP01245r002;20;-6.30;0.20;0.20;0
DisProt;DisProt;DP01272r001;15;-6.33;0.13;0.20;0
DisProt;DisProt;DP01317r001;93;-8.41;0.12;0.09;0
DisProt;DisProt;DP01330r003;26;-10.00;0.08;0.00;0
DisProt;DisProt;DP00271r002;22;-10.00;0.14;0.00;0
DisProt;DisProt;DP00279r004;12;-1.00;0.42;0.50;0
DisProt;DisProt;DP00303r006;20;-10.00;0.15;0.00;0
DisProt;DisProt;DP00320r003;10;2.70;0.40;0.70;0
DisProt;DisProt;DP00343r001;71;-2.66;0.27;0.70;0
DisProt;DisProt;DP00351r001;267;-5.68;0.16;0.47;0
DisProt;DisProt;DP00445r002;10;-10.00;0.10;0.00;0
DisProt;DisProt;DP00517r001;96;-7.79;0.17;0.12;0
DisProt;DisProt;DP00554r002;20;-10.00;0.00;0.00;0
DisProt;DisProt;DP00567r002;20;4.40;0.45;0.80;0
DisProt;DisProt;DP00626r001;139;2.30;0.40;0.99;0
DisProt;DisProt;DP00631r001;90;-8.59;0.19;0.11;0
DisProt;DisProt;DP00693r006;17;-6.76;0.24;0.18;0
DisProt;DisProt;DP00722r001;65;-8.08;0.11;0.11;0
DisProt;DisProt;DP00761r002;22;-10.00;0.09;0.00;0
DisProt;DisProt;DP00795r016;17;-10.00;0.12;0.00;0
DisProt;DisProt;DP00801r001;20;-0.90;0.35;1.00;0
DisProt;DisProt;DP00820r006;24;-10.00;0.08;0.00;0
DisProt;DisProt;DP00865r001;10;2.70;0.40;0.70;0
DisProt;DisProt;DP00876r005;26;-4.38;0.23;0.54;0
DisProt;DisProt;DP00887r004;29;-7.52;0.14;0.14;0
DisProt;DisProt;DP00904r001;110;-0.73;0.36;0.76;0
DisProt;DisProt;DP00930r001;227;-9.12;0.03;0.07;0
DisProt;DisProt;DP00973r003;204;-3.52;0.30;0.67;0
DisProt;DisProt;DP00996r001;11;-10.00;0.09;0.00;0
DisProt;DisProt;DP01033r001;92;-3.39;0.25;0.46;0
DisProt;DisProt;DP01035r002;226;-6.57;0.15;0.36;0
DisProt;DisProt;DP01049r001;37;-1.19;0.30;0.76;0
DisProt;DisProt;DP01076r001;640;-8.16;0.18;0.16;0
DisProt;DisProt;DP01100r026;273;-8.53;0.12;0.13;0
DisProt;DisProt;DP00543r022;39;-2.03;0.31;0.72;0
DisProt;DisProt;DP00557r001;33;-0.88;0.21;0.76;0
DisProt;DisProt;DP00607r004;45;-1.16;0.29;0.82;0
DisProt;DisProt;DP00622r008;22;-6.73;0.14;0.18;0
DisProt;DisProt;DP00724r001;103;0.19;0.33;0.87;0
DisProt;DisProt;DP00764r003;17;3.71;0.35;0.76;0
DisProt;DisProt;DP01166r006;11;2.91;0.27;0.73;0
DisProt;DisProt;DP01196r001;193;0.47;0.37;0.97;0
DisProt;DisProt;DP01244r003;11;-1.73;0.36;0.45;0
DisProt;DisProt;DP01288r002;462;-1.65;0.28;0.76;0
DisProt;DisProt;DP01303r001;60;-4.28;0.23;0.43;0
DisProt;DisProt;DP01315r002;79;-5.44;0.20;0.32;0
DisProt;DisProt;DP01330r001;112;-1.51;0.26;0.72;0
DisProt;DisProt;DP01364r001;12;3.42;0.33;0.75;0
DisProt;DisProt;DP01426r020;45;-2.76;0.29;0.51;0
DisProt;DisProt;DP01450r001;318;0.46;0.32;0.86;0
DisProt;DisProt;DP01460r001;19;-4.32;0.21;0.32;0
DisProt;DisProt;DP01478r002;14;-4.86;0.29;0.29;0
DisProt;DisProt;DP01526r001;14;-0.93;0.29;0.50;0
DisProt;DisProt;DP01581r001;40;-5.50;0.17;0.25;0
DisProt;DisProt;DP02215r002;14;-6.07;0.29;0.21;0
DisProt;DisProt;DP02258r003;12;-10.00;0.00;0.00;0
DisProt;DisProt;DP02317r001;62;-2.42;0.27;0.69;0
DisProt;DisProt;DP02353r001;78;-0.33;0.28;0.95;0
DisProt;DisProt;DP02426r001;11;-10.00;0.18;0.00;0
DisProt;DisProt;DP02467r001;15;-4.07;0.20;0.33;0
DisProt;DisProt;DP02481r003;86;3.15;0.36;0.91;0
DisProt;DisProt;DP02500r001;232;-3.43;0.22;0.58;0
DisProt;DisProt;DP02551r005;10;4.60;0.50;0.80;0
DisProt;DisProt;DP02588r001;22;1.27;0.27;0.64;0
DisProt;DisProt;DP02596r001;44;-6.20;0.30;0.30;0
DisProt;DisProt;DP02683r002;32;-2.66;0.22;0.59;0
DisProt;DisProt;DP02704r003;26;-5.77;0.19;0.23;0
DisProt;DisProt;DP02716r002;11;-10.00;0.09;0.00;0
DisProt;DisProt;DP02735r001;32;1.25;0.31;0.94;0
DisProt;DisProt;DP02763r001;18;-4.00;0.22;0.33;0
DisProt;DisProt;DP02772r010;26;2.12;0.54;0.69;0
DisProt;DisProt;DP02783r002;24;-1.62;0.38;0.75;0
DisProt;DisProt;DP02796r001;23;-10.00;0.17;0.00;0
DisProt;DisProt;DP02832r007;12;-10.00;0.08;0.00;0
DisProt;DisProt;DP02878r002;63;0.73;0.25;0.89;0
DisProt;DisProt;DP02880r009;11;-1.91;0.18;0.45;0
DisProt;DisProt;DP02889r010;6;-10.00;0.50;0.00;0
DisProt;DisProt;DP02924r003;13;-10.00;0.23;0.00;0
DisProt;DisProt;DP02946r001;37;-3.14;0.27;1.00;0
DisProt;DisProt;DP02976r004;11;4.64;0.36;0.82;0
DisProt;DisProt;DP03021r001;77;0.70;0.27;0.94;0
DisProt;DisProt;DP03262r001;22;-10.00;0.05;0.00;0
DisProt;DisProt;DP03299r008;16;-10.00;0.12;0.00;0
DisProt;DisProt;DP00055r003;73;-0.68;0.27;0.66;0
DisProt;DisProt;DP00086r059;18;-6.83;0.17;0.17;0
DisProt;DisProt;DP00166r004;19;-3.42;0.21;0.37;0
DisProt;DisProt;DP00175r006;11;4.64;0.36;0.82;0
DisProt;DisProt;DP00177r005;17;2.47;0.24;0.71;0
DisProt;DisProt;DP00197r001;12;-10.00;0.00;0.00;0
DisProt;DisProt;DP00217r004;81;-8.46;0.06;0.09;0
DisProt;DisProt;DP00238r026;98;-4.18;0.21;0.59;0
DisProt;DisProt;DP00250r001;11;-10.00;0.18;0.00;0
DisProt;DisProt;DP00260r007;23;-4.39;0.26;0.39;0
DisProt;DisProt;DP01817r008;14;5.43;0.43;0.86;0
DisProt;DisProt;DP01841r002;51;0.16;0.47;0.55;0
DisProt;DisProt;DP01863r002;47;-2.70;0.32;0.70;0
DisProt;DisProt;DP01942r001;236;-3.46;0.22;0.53;0
DisProt;DisProt;DP01963r002;41;-1.59;0.32;0.61;0
DisProt;DisProt;DP01979r001;39;0.54;0.28;0.90;0
DisProt;DisProt;DP01999r009;32;-7.22;0.16;0.16;0
DisProt;DisProt;DP02006r002;17;-3.53;0.35;0.35;0
DisProt;DisProt;DP02050r003;26;-10.00;0.12;0.00;0
DisProt;DisProt;DP02129r001;15;-10.00;0.07;0.00;0
DisProt;DisProt;DP02151r001;18;-3.78;0.28;0.33;0
DisProt;DisProt;DP02192r001;167;-4.86;0.20;0.37;0
DisProt;DisProt;DP02220r002;290;-6.60;0.19;0.31;0
DisProt;DisProt;DP02261r002;19;-0.63;0.21;0.53;0
DisProt;DisProt;DP02321r001;19;4.05;0.32;0.79;0
DisProt;DisProt;DP02355r002;41;-3.49;0.15;0.51;0
DisProt;DisProt;DP02381r001;52;-6.54;0.19;0.19;0
DisProt;DisProt;DP02409r004;47;-5.77;0.15;0.23;0
DisProt;DisProt;DP02428r001;13;-10.00;0.00;0.00;0
DisProt;DisProt;DP02467r003;16;-10.00;0.19;0.00;0
DisProt;DisProt;DP02481r005;169;-5.95;0.22;0.39;0
DisProt;DisProt;DP02501r001;232;0.21;0.33;0.84;0
DisProt;DisProt;DP02519r006;222;0.45;0.38;0.96;0
DisProt;DisProt;DP02528r002;226;-0.53;0.38;0.95;0
DisProt;DisProt;DP02551r007;5;-10.00;0.20;0.00;0
DisProt;DisProt;DP02589r001;25;-5.00;0.16;0.28;0
DisProt;DisProt;DP02598r001;25;-10.00;0.20;0.00;0
DisProt;DisProt;DP02631r002;10;1.00;0.40;0.60;0
DisProt;DisProt;DP02643r001;16;-0.88;0.31;0.50;0
DisProt;DisProt;DP02665r001;10;-10.00;0.00;0.00;0
DisProt;DisProt;DP02705r001;20;-5.45;0.15;0.25;0
DisProt;DisProt;DP02719r002;11;-10.00;0.18;0.00;0
DisProt;DisProt;DP02745r001;19;-10.00;0.11;0.00;0
DisProt;DisProt;DP02764r002;75;-3.83;0.32;0.92;0
DisProt;DisProt;DP02772r012;13;-5.62;0.38;0.23;0
DisProt;DisProt;DP02799r002;32;-2.66;0.31;0.75;0
DisProt;DisProt;DP02825r001;11;1.36;0.27;0.64;0
DisProt;DisProt;DP02833r002;48;-10.00;0.08;0.00;0
DisProt;DisProt;DP02860r001;46;-3.41;0.15;0.37;0
DisProt;DisProt;DP02881r002;56;-4.48;0.20;0.54;0
